source_id,dataset,split,session_kind,session_root,media_types,rgb_count,mask_count,depth_count,pose_count,file_count,file_size_bytes,sha256,md5,timestamp_start,timestamp_end,timestamp_basis,fps,fps_basis,resolution_width,resolution_height,resolution_consistent,missing_frame_status,missing_frame_count,duplicate_frame_count,corrupt_frame_count,decodability_status,alignment_status,history_roles,is_consumed,is_burned,is_fresh,is_reserved,research_questions_supported
SRC-0074bfdbd601e10995b3,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CURRENT_B\media\a0_7ba8aeffeaacb4bed6885e47,image;rgb,2,0,0,0,2,296366,223247df72444e01db4fff3e1a0a6ef1d50bac8215082fe22af9175c36d0f225,11217dc8888b2957d4522a880bfafd76,,,not_evaluable,,not_evaluable,,,False,rgb:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-0084b59c0c98da4f2a84,Replay,unspecified,media_session,E:\linnan\linnan\artifacts.local\datasets\ustrf-route-target-evidence-closure-r1-replacement\crowdbot_1203_shared_control\sequences\defaced_2021-12-03-18-21-29_filtered_lidar_odom,pointcloud;structured,0,0,0,0,4,533632,7ca8ece84212c0b7f74f5bc60c5a455672d8d1c6cee87d6c3d661ca7daa1ecb9,19e88fdd41c1ca4e813c7fb093b567c1,2021-12-03T17:21:28.473+00:00,2021-12-03T17:22:53.828+00:00,filename_or_metadata,15.781765368,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory;replay;self_collected,,,,,runtime/replay regression and causal trace auditing
SRC-009cbf10d0b218f1909d,Replay,replay,media_session,E:\linnan\linnan\artifacts.local\evidence\ustrf-sensor-replay-r3\source-replacement-lilocbench-v1\lt_changes_dynamics_0-prepared-front-v1\calibration,depth;structured,0,0,2,0,3,1205,bfac9eb1daff1621afab1de62a69e7265da56b83e8827e1aa92f9a0648fee282,260a38e772928c08ff6e31d917534c97,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,calibration;replay,,,,,depth availability/quality and RGB-depth alignment;geometry or occlusion mechanism diagnostics;runtime/replay regression and causal trace auditing
SRC-00a272d76f9df6c1af91,SANPO,test,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-boundary-aux-wbp-20260715,image;mask;rgb;structured,50,51,0,0,105,200953696,76caafac0815d144d2e42ef6d45b965aef9330c3144c508c6811704a6fa18316,196e9d882facae96209e3273250700de,0.0,29267.0,filename_or_metadata,0.01,timestamp_delta,2208,1242,True,mask:contiguous_numeric_sequence;rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,aligned_by_frame_key,,,,,,RGB continuity/source characterization;detection or tracking development;pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-00a41212738f3889a7cf,Shiraz,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\dual-loop-r1-unseen-natural-event-r0\rank2-shiraz\device-r1\candidate-output,structured,0,0,0,0,2,7238532,486f903938b3eda26471e919859f34f309fa17157d326ad8a98d428dc7fdfa21,ba3f44e7822e50446a8bc062cad8268b,2001-09-09T01:46:40.000+00:00,2999-11-19T09:46:40.000+00:00,filename_or_metadata,1e-05,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory;replay,,,,,cross-source replay/event-level mechanism comparison;runtime/replay regression and causal trace auditing
SRC-00dd4f0a965cb0362661,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C2_ROUTE_OCCUPANCY_EPISODE_FSM\36fcf4073638b420e7395f81\attempts\attempt-001-ba7b69568f83,structured,0,0,0,0,2,1149285,261bfb356a02519b318298b1d2fe1ae594e73dd9dc4c5a4602508974ad73a7be,30e42b485625b83ba6163e51bd37ddd6,2021-04-10T09:54:32.515+00:00,2021-04-10T09:56:30.221+00:00,filename_or_metadata,14.213691463,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-00e7fe82acc2e7942c8a,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CAUSAL_A\media\a0_d2352162d8f23c9125bbb172,image;rgb,12,0,0,0,12,3164841,9b3795c7f669a21f60bc99d1313a37b5131ba00a684aa5b50be90813614171a1,2e74235a9ede40ff35644dd01e02ede8,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-00e871bfc0d44c01b700,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\yolo26n-device-benchmark\20260527-015039\device-yolo26n-benchmark\20260527-015137,structured,0,0,0,0,2,4016,b8e3feaa576f587d46d2a6b3c3f1c3ad44c5c7cce63da93b2734d850e1f48990,0cc9a4a293a28c2495a32b2f30898ca3,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,
SRC-00ea532d7855e97734a6,SANPO,dev,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-evidence-v4-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_lowlight_dev_04_000006,image;mask;structured,0,2,0,0,3,22210,d778633567ca4be6068a64b7bc142f01a590ecc0741b1fd0e468f782843f4f1f,5c743b12d7726a2c31ca05967597fb1e,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,development;source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-00f05f0f3754f9064208,SANPO,dev,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-evidence-v4-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_lowlight_dev_04_000043,image;mask;structured,0,2,0,0,3,22147,6de8928b398116dbf0980b6145d4ca241b43504ce6623047e393df1ca85a3969,2494db7ea0c0444d15e24d2bea832d67,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,development;source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-00f759882540e5bc8653,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\failure-case-atlas-batch-r0\repro-b\categories\parallel_curb,structured,0,0,0,0,1,0,ce62ea6c62fac7a97f84b14aca9425507ce3fca2d4502c8b756e4c471b01497a,90f4cae59e0e4fdda34a0909d23878df,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,regression,,,,,
SRC-00ffbc16f9648b991710,SANPO,train,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-evidence-v4-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_tactile_train_02_000001,image;mask;structured,0,2,0,0,3,22673,f4e9dbf3148b775f0b789f7f438dc441e432dfdfd9bf8e944a68c4c3b3c2aa4c,24749f1998cfe0415edbce988bf66f88,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,source_native_truth;train,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-0103a29e592b148d62c2,Synthetic,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\rcle_periodic_self_motion_counterfactual_r2\qms_r1_r3_rotation_leakage_source_localization_pilots\pilot_w4_r4\clusters\PILOT_ONLY_R3_LOC_R0_C1,structured,0,0,0,0,3,130398,3befd5b4de4b62a1e24fc6f35e99a35e94918cbbb9ad6e822d4403899ac07183,e31d0f19e2d56cd72da4961557f610e9,0.0,0.13333333333333333,filename_or_metadata,60.0,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,synthetic,,,,,
SRC-010a96b5df0527aea40c,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\hftf\stage-c-f0-1-sanpo-acquisition-20260801,structured,0,0,0,0,2,25874,01fb1d77960be35a978c562ab1713b02d1a610c9526f3171879f33b22cefad73,3851f8ecf270b6d63b65db05b6206048,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-011123366c5b53d192bd,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\HINDSIGHT_B\media\a0_60a7fb9b799f9b63dd2c2e3e,image;rgb,22,0,0,0,22,6183625,34ae14b41f9480cf1b8d69851041e836ca662f47afeb4579152e5b548977b1b9,4185009bea4503e39cf82ac80f5d20e7,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-011367341e204aac895b,PublicVideo,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\public-video-r806-background-yaw-template-review-material-20260719,image;rgb;structured,6,0,0,0,7,2185056,159a923fea3319e67977e263951e9d04c93cfe5433e1392e67c10a83259ea6a4,434f297111434d63f8da7ee79e2c07c8,152000.0,1506000.0,filename_or_metadata,0.002,timestamp_delta,1536,864,True,rgb:not_evaluable,0,2,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-013421028741b4ca00ea,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-v3-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_tactile_blind_01_000028,image;mask;structured,0,2,0,0,3,21894,8c7398c717392a24f7752f41d81aed982b6ef97b957fa754133fd0a63078b152,7975cfde62621fef09daf5a66b75946a,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-013c5bbcd72f78687899,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-source-utp-20260713\qa\boxed,image;rgb,50,0,0,0,50,9330474,626ad64201bce235274673ee73f6868be99ed49e3c08be10365601e07e3380e8,c03e604963ecdff5ec4023c25b626d1f,,,not_evaluable,,not_evaluable,960,540,True,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development;traversability/segmentation development or regression
SRC-013ece7651cec833e804,Unknown,calibration,manifest_only,E:\linnan\linnan\artifacts.local\evidence\central-obstruction-agent-label-readiness-d0-a1-r2,structured,0,0,0,0,15,159157,faa99dcd93ea1367bb4c0c53dd90d870b57deac661c03935682e1bcedb7fb716,f4fdb12a5037a5132b60beacb3bd396d,,,not_evaluable,,not_evaluable,,,True,metadata:not_evaluable,0,1,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,calibration;frame_inventory,,,,,
SRC-01461059533d6b2ab3fd,REveL,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\ustrf-sc\revel-yolo11n-guarded-smoke-32-20260720-r1\Ultralytics,structured,0,0,0,0,2,544,66a6701d6a538b2d5c1d8d1f7fc1f6667a6ec9868c6475d01b7c70e6762c492d,19495a1e8e489a9c5008b9cb4d920190,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,regression;replay,,,,,offline RGB/Vicon radial-motion attribution diagnostics;runtime/replay regression and causal trace auditing
SRC-01528bf0a11cc94be25a,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CAUSAL_A\media\a0_4d9e9f9d9573eda450bca02f,image;rgb,12,0,0,0,12,3728161,cdb42345cf626eaa4a3c26cdd3f478cc8bdcda6db190bebd31581d28f8416989,29fc851ad1c8f62258b8e766a8263b7f,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-0155f8b4302898a0ad9d,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-v3-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_tactile_blind_01_000018,image;mask;structured,0,2,0,0,3,21596,fd31fe7664c1486d7a415471f56eba38aa534765bf63d53028eefe03fe4acba0,2fc39bcfee0656ac19c11d6beaf700c5,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-0158390f0b345ba63dab,SANPO,train,media_session,E:\linnan\linnan\artifacts.local\evidence\public-video-provisional-training-20260716\sanpo-we-center-gpt5-20260716,mask;structured,0,1,0,0,3,6512,11c0f43f07ef84b535f2d6b52062fedb04e8a7afe7e5ec20d5bd8a4f2fe909df,834b0b5220c6d42639f136b3a22f022f,,,not_evaluable,,not_evaluable,,,True,mask:not_evaluable;metadata:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,train,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-0159260a24be43e2d540,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\CAUSAL_B\media\a0_422ec205df09193d46ef45ff,image;rgb,12,0,0,0,12,3665465,4f8eb6b3ac6bb7a325ed0013764f59186d25e78d3a3217d36006ac100bbb822b,0a7ac99ce0fc791b994f9caa2c592492,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
SRC-015c642df30e969a6623,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C1_CAUSAL_ROUTE_RELATION_FSM\dce890f42b7bd15bb6c2f34f,structured,0,0,0,0,1,2192,8d1cfac36c8f917bb910d8c3d4986811906d6a8766bb4df22feeaf9fc082a80c,d12b2269f1a5df9f3959ffb6b9d76e92,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-0160094b87775c137ce1,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\detector-ab-device-benchmark\20260711-183223\device-detector-ab-benchmark\20260711-183408,structured,0,0,0,0,6,1028224,1104e52290bbba237826dbf1bf02a799142e367dab6ede459503ab14d88d89fd,deceefcadf5efaea22b9f155733bf270,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,
SRC-0163c730d3a57b5b9586,PublicVideo,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-r740-distance-field-20260719,structured,0,0,0,0,1,54818,9063085d25166656e5c5186fd0438b367237ff136c7fd9727536697a973bf3f6,13e3e24c2d53343d87191bdd79dbec3a,0.0,809000.0,filename_or_metadata,0.001,timestamp_delta,,,True,metadata:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,
SRC-01698bcc6673e1644404,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C2_ROUTE_OCCUPANCY_EPISODE_FSM\5e190d9cbe41a4ae65ff5267\attempts\attempt-001-2902b65970ab,structured,0,0,0,0,2,1347251,f5222f1ba783c2032a86e5d58c3e09ccf3c7b468efdb5aa9fae14ba3e55cb3dd,b060825b61d5eb88818e69b174025095,2021-12-03T17:46:32.812+00:00,2021-12-03T17:49:31.381+00:00,filename_or_metadata,10.124663863,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-017cb47541b72ea6e3d5,SANPO,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\public-video-device-run\sanpo-j4p-center-gpt5-20260715\device_artifacts\public-video-edge-inference\20260715T153900Z,structured,0,0,0,0,1,3827,889dd98b23eca4a05bbd8ef6fc633164146e267604dc659bfd939d73ec7a0c50,6423d3e65a0c99ab295df0b92550d931,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,,,,,,traversability/segmentation development or regression
SRC-017cde075ba6fa7b2a70,Synthetic,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\rcle_periodic_self_motion_counterfactual_r2\qms_r1_clean_motion_component_localization_r0\stage2\clusters\MCL_R0_ADVIO_14_S2\MCL_R0_ADVIO_14_S2__FULL_6DOF__CLEAN,structured,0,0,0,0,3,3976079,6fc342be88228fe04f70530b34535e9d8b1cbf5ba8bf0f3cc69871404d84ecae,42b92e6f677805455668ba5b475c64ed,0.311675,10.32914,filename_or_metadata,59.995200384,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory;synthetic,,,,,
SRC-01b16ff1d76aff5f2aa6,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C2_ROUTE_OCCUPANCY_EPISODE_FSM\83c9f0ccd1e7f6a271c561c2,structured,0,0,0,0,1,2157,3cf24174f943d7c96338fd7dec99330af34a39ac62e02f985e065d5345e7ef41,a23da6927d7e9e22be40a90a5cd7228d,,,not_evaluable,,not_evaluable,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-01b176a2a567332a1676,Unknown,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\r2a2\candidate-traces\C2_ROUTE_OCCUPANCY_EPISODE_FSM\fae2ff71eb6608c5d69e56d1\attempts\attempt-001-95451df12513,structured,0,0,0,0,2,1052493,9b5bc9222c26830433d3b35712c00c641a260791badfcb9c600bb0c14fe9834e,461d44dc13957915d02620f925fc6d4e,2021-04-24T11:11:01.854+00:00,2021-04-24T11:12:44.611+00:00,filename_or_metadata,12.92041919,timestamp_delta,,,True,,0,0,0,all_profiled_readable,not_evaluable_no_frame_keys,frame_inventory,,,,,
SRC-01b75b231646d784c36d,RCLE-composite,unspecified,media_session,E:\linnan\linnan\artifacts.local\datasets\rcle_unseen_external_confirmation_source_discovery_r3\successor_r3_preflight\m3ed\falcon_forest_into_forest_2,pose;structured,0,0,0,1,1,335,c044770129519258f435c522aed390019495b4598b0e2e16ee5b91ff455194c3,a8033820ff3b537c7c23faaebeeef0fc,,,not_evaluable,,not_evaluable,,,True,pose:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,confirmation,,,,,pose/trajectory availability and temporal alignment;egomotion or motion-attribution diagnostics
SRC-01c12400bf81d9ed7baf,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-p3-boundary-vczXAwthxnadTYUS_TiR7IHiqEQrdSJx-20260713\qa\boxed,image;rgb,50,0,0,0,50,6413723,332c86e55c897b7d8546db4b5072b32952b351eba045458fcc2e17e9826a7320,819ada12d2f931e1327b931c20e6f7fe,,,not_evaluable,,not_evaluable,960,540,True,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development;traversability/segmentation development or regression
SRC-01cad4d4988ba8fe8a0c,TartanAir,unspecified,manifest_only,E:\linnan\linnan\artifacts.local\evidence\datasets\tartanair-japanesealley-p002-slice20-v2-20260720,structured,0,0,0,0,1,575,86251cdf17bcbbb4a34840ae28f6812c29aa41e6bad131204b46d6a8ef58fb96,7abc5e62f019b128a0028543456d4cc4,,,not_evaluable,,not_evaluable,,,True,,0,0,1,partial_or_failed,not_evaluable_no_frame_keys,,,,,,
SRC-01dcdb376a9fba062f1e,SANPO,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\datasets\sanpo-v3-canonical-evidence-v4-20260713\procedural_evidence\guidetwsi_sanpo_procedural_v1_procedural_tactile_blind_04_000006,image;mask;structured,0,2,0,0,3,24220,452550125693ae4ed5b827169464e3b5303c461849044471f27e061da51e0c66,9f48ce4e41592f6d8d559a4e685e8c14,,,not_evaluable,,not_evaluable,,,False,mask:not_evaluable,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,source_native_truth,,,,,pixel-level segmentation or mask label audit;RGB-mask spatial alignment;traversability/segmentation development or regression
SRC-01e7dd5f9ddc00be3768,Unknown,unspecified,media_session,E:\linnan\linnan\artifacts.local\evidence\riskseg-act-a0\actionability-readiness-v1\passes\HINDSIGHT_A\media\a0_fa35d32ab3830e4d4f89fa3b,image;rgb,22,0,0,0,22,6001825,6fc868135e2162febb61e5d48d2e53a9a3c143bd9fa72ab20560c07797cde96a,83b75ea97fbcfa08baaa7e907234fc03,,,not_evaluable,,not_evaluable,,,False,rgb:contiguous_numeric_sequence,0,0,0,all_profiled_readable,not_evaluable_single_modality_or_non_frame_pose,,,,,,RGB continuity/source characterization;detection or tracking development
